Current Loan Amount,Term,Credit Scores,Years in current job,Home Ownership,Annual Income,Purpose,Monthly Debt,Annual Debt,Debt to Income Ratio,Debt to Income Ratio G/B,Years of Credit History,Number of Open Accounts,Number of Credit Problems,Utilization Rate Good/Bad,Utilization Rate,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens,Loan Status
17798,Long Term,737,10,Home Mortgage,58686,Debt Consolidation,821.6,9859.2,0.17,Good DTI,24.4,10,0,Bad UR,0.63,17188,27370,0,0,
17800,Short Term,,5,Rent,,Debt Consolidation,958.76,11505.12,,Very Bad DTI,10.9,8,0,Very Bad UR,0.82,10613,12942,0,0,
17800,Short Term,697,5,Rent,45837,Debt Consolidation,958.76,11505.12,0.25,Bad DTI,10.9,8,0,Very Bad UR,0.82,10613,12942,0,0,
17801,Long Term,695,1,Home Mortgage,40456,Debt Consolidation,846.21,10154.52,0.25,Bad DTI,14.2,18,0,Excellent UR,0.2,11558,56938,0,0,
17801,Short Term,744,10,Home Mortgage,101720,Debt Consolidation,478.93,5747.16,0.06,Excellent DTI,17.9,5,0,Very Bad UR,0.94,20661,21981,0,0,
17802,Short Term,722,10,Home Mortgage,49505,Debt Consolidation,602.31,7227.72,0.15,Good DTI,17,9,0,Very Bad UR,0.78,28129,35925,0,0,
17802,Short Term,743,4,Rent,61318,Home Improvements,24.53,294.36,0,Excellent DTI,10.5,4,0,Excellent UR,0.11,1975,18459,0,0,
17802,Long Term,728,10,Rent,50439,Debt Consolidation,735.57,8826.84,0.18,Good DTI,18.3,9,0,Bad UR,0.59,8412,14332,0,0,
17804,Short Term,691,10,Rent,71215,Debt Consolidation,1436.17,17234.04,0.24,Bad DTI,16.2,8,0,Very Bad UR,0.95,1496,1583,0,0,
17806,Long Term,,6,Rent,,Debt Consolidation,976.12,11713.44,,Very Bad DTI,14.8,14,0,,,0,0,0,0,
17806,Long Term,,3,Rent,,Buy a Car,383.23,4598.76,,Very Bad DTI,9.5,9,0,Excellent UR,0.08,1325,15592,0,0,
17809,Short Term,737,10,Home Mortgage,60585,Debt Consolidation,848.19,10178.28,0.17,Good DTI,23.9,12,0,Very Bad UR,0.76,15539,20581,0,0,
17809,Long Term,702,4,Home Mortgage,48429,Debt Consolidation,1517.44,18209.28,0.38,Very Bad DTI,12,16,0,,0.7,11704,16720,0,0,
17813,Short Term,747,10,Rent,83498,Debt Consolidation,981.11,11773.32,0.14,Good DTI,33.3,18,0,Good UR,0.31,24888,79260,0,0,
17814,Long Term,667,6,Home Mortgage,40776,Home Improvements,482.51,5790.12,0.14,Good DTI,11.5,7,0,Bad UR,0.67,6594,9887,0,0,
17814,Long Term,,6,Home Mortgage,,Home Improvements,482.51,5790.12,,Very Bad DTI,11.5,7,0,Bad UR,0.67,6594,9887,0,0,
17815,Short Term,749,7,Home Mortgage,128661,Debt Consolidation,1854.87,22258.44,0.17,Good DTI,23,9,0,Good UR,0.44,215087,485523,0,0,
17815,Long Term,731,2,Rent,59382,other,430.52,5166.24,0.09,Excellent DTI,10.9,6,0,Bad UR,0.7,18376,26326,0,0,
17815,Long Term,717,8,Own Home,75712,Home Improvements,1539.48,18473.76,0.24,Bad DTI,14.8,24,0,Excellent UR,0.23,8199,35646,0,0,
17816,Short Term,729,2,Home Mortgage,49490,Debt Consolidation,416.54,4998.48,0.1,Excellent DTI,12.6,9,0,Bad UR,0.68,7555,11078,0,0,
17816,Short Term,,10,Rent,,Debt Consolidation,498.21,5978.52,,Very Bad DTI,17.5,8,0,Very Bad UR,0.86,15785,18419,0,0,
17816,Long Term,,9,Rent,,Debt Consolidation,729.98,8759.76,,Very Bad DTI,18.9,8,0,Excellent UR,0.25,4544,18397,0,0,
17817,Long Term,628,8,Home Mortgage,47054,Home Improvements,490.15,5881.8,0.13,Good DTI,13,6,0,Bad UR,0.69,9478,13815,0,0,
17822,Long Term,733,1,Home Mortgage,106931,Debt Consolidation,1256.44,15077.28,0.14,Good DTI,21,12,0,Very Bad UR,0.71,16499,23369,0,0,
17824,Short Term,,10,Home Mortgage,,Debt Consolidation,2591.03,31092.36,,Very Bad DTI,15.3,10,0,Bad UR,0.53,11514,21807,0,0,
17825,Short Term,,10,Home Mortgage,,Debt Consolidation,907.78,10893.36,,Very Bad DTI,34.1,6,0,Very Bad UR,0.83,7878,9457,0,0,
17825,Long Term,673,2,Home Mortgage,73455,Debt Consolidation,1499.71,17996.52,0.25,Bad DTI,15.5,15,0,Very Bad UR,0.81,34155,42218,0,0,
17826,Long Term,609,5,Home Mortgage,71006,Debt Consolidation,1526.64,18319.68,0.26,Bad DTI,12.5,18,0,Very Bad UR,0.82,25348,30950,0,0,
17827,Short Term,699,3,Home Mortgage,84679,Debt Consolidation,1246.9,14962.8,0.18,Good DTI,22.4,11,0,Very Bad UR,0.73,23910,32664,0,0,
17827,Long Term,731,10,Home Mortgage,58031,Debt Consolidation,411.06,4932.72,0.09,Excellent DTI,21,6,0,Very Bad UR,0.9,15515,17335,0,0,
17827,Short Term,719,5,Rent,67744,Debt Consolidation,1185.51,14226.12,0.21,Good DTI,10,12,0,Bad UR,0.58,11752,20157,0,0,
17827,Short Term,738,10,Home Mortgage,101021,Debt Consolidation,1321.69,15860.28,0.16,Good DTI,37.4,27,0,Good UR,0.33,13782,41389,0,0,
17829,Long Term,731,8,Home Mortgage,44573,Debt Consolidation,397.44,4769.28,0.11,Excellent DTI,31.7,8,0,Good UR,0.42,15296,36334,0,0,
17829,Long Term,658,3,Home Mortgage,59430,Debt Consolidation,1485.75,17829,0.3,,16.7,17,0,Very Bad UR,0.73,29103,39704,0,0,
17831,Short Term,,10,Home Mortgage,,Debt Consolidation,928.69,11144.28,,Very Bad DTI,17,17,0,Excellent UR,0.29,4985,17248,0,0,
17834,Short Term,732,2,Home Mortgage,49540,Debt Consolidation,1069.24,12830.88,0.26,Bad DTI,13.1,9,0,Bad UR,0.61,18756,30899,0,0,
17838,Short Term,750,10,Home Mortgage,81748,Other,500.71,6008.52,0.07,Excellent DTI,20.6,5,0,Excellent UR,0.1,32650,326502,0,0,
17838,Short Term,,,Home Mortgage,,Debt Consolidation,386.49,4637.88,,Very Bad DTI,17.7,10,0,Good UR,0.43,18387,42662,0,0,
17840,Long Term,723,10,Home Mortgage,67890,Debt Consolidation,1120.19,13442.28,0.2,Good DTI,18,15,0,Bad UR,0.66,12861,19635,0,0,
17840,Short Term,702,9,Rent,94155,Business Loan,1365.24,16382.88,0.17,Good DTI,19.9,12,0,Bad UR,0.52,35394,68197,0,0,
17842,Short Term,741,3,Rent,64428,Debt Consolidation,590.59,7087.08,0.11,Good DTI,15.8,10,1,Good UR,0.49,14310,28968,0,0,
17842,Short Term,,8,Home Mortgage,,Debt Consolidation,600.25,7203,,Very Bad DTI,18.8,12,0,Bad UR,0.61,18998,31299,0,0,
17842,Short Term,,1,Rent,,Debt Consolidation,1130.38,13564.56,,Very Bad DTI,21.6,20,0,Bad UR,0.52,22678,43949,0,0,
17843,Short Term,742,1,Rent,65921,Debt Consolidation,1021.78,12261.36,0.19,Good DTI,15.7,14,0,Bad UR,0.68,19955,29519,0,0,
17843,Short Term,710,6,Rent,44118,Debt Consolidation,485.3,5823.6,0.13,Good DTI,26.3,7,0,Bad UR,0.68,15737,23245,0,0,
17845,Short Term,722,2,Rent,95174,Debt Consolidation,967.61,11611.32,0.12,Good DTI,18.5,10,0,Very Bad UR,0.95,13914,14678,0,0,
17849,Long Term,650,4,Rent,91227,Debt Consolidation,598.3,7179.6,0.08,Excellent DTI,16.5,9,0,Good UR,0.43,1545,3568,0,0,
17851,Short Term,748,1,Own Home,61485,Debt Consolidation,794.18,9530.16,0.15,Good DTI,30.9,18,0,Good UR,0.37,6342,17048,0,0,
17854,Short Term,,2,Home Mortgage,,Debt Consolidation,1312.2,15746.4,,Very Bad DTI,17.8,13,0,Very Bad UR,0.84,35612,42548,0,0,
17854,Short Term,743,8,Home Mortgage,104150,Debt Consolidation,1067.53,12810.36,0.12,Good DTI,23,13,0,Very Bad UR,0.71,17454,24584,0,0,
17857,Short Term,722,3,Home Mortgage,76530,Business Loan,1415.81,16989.72,0.22,Bad DTI,15.3,10,0,Very Bad UR,0.88,39323,44685,0,0,
17861,Short Term,641,10,Rent,60978,Debt Consolidation,1209.4,14512.8,0.24,Bad DTI,17.2,11,0,Good UR,0.42,10292,24622,0,0,
17861,Long Term,,1,Rent,,Debt Consolidation,65.41,784.92,,Very Bad DTI,24.6,4,0,Excellent UR,0.12,4534,36563,0,0,
17865,Long Term,687,3,Rent,48384,Debt Consolidation,1020.1,12241.2,0.25,Bad DTI,16.8,11,1,Very Bad UR,0.76,15595,20440,1,0,
17865,Long Term,662,10,Home Mortgage,75915,Debt Consolidation,613.65,7363.8,0.1,Excellent DTI,23.6,15,1,Good UR,0.42,7161,17214,1,0,
17865,Short Term,710,2,Home Mortgage,81784,Debt Consolidation,1887.85,22654.2,0.28,Bad DTI,18.7,21,0,Bad UR,0.55,14173,25863,0,0,
17866,Long Term,640,4,Home Mortgage,78733,Medical Bills,345.11,4141.32,0.05,Excellent DTI,5.9,8,0,Good UR,0.47,4619,9786,0,0,
17866,Long Term,,1,Rent,,Business Loan,1221,14652,,Very Bad DTI,24.9,10,0,Good UR,0.43,8191,19004,0,0,
17867,Long Term,,7,Rent,,Debt Consolidation,319.6,3835.2,,Very Bad DTI,12.5,4,0,Very Bad UR,1.01,5014,4964,0,0,
17867,Short Term,735,10,Rent,50694,Debt Consolidation,608.32,7299.84,0.14,Good DTI,20.7,8,1,Very Bad UR,0.91,14186,15589,1,0,
17867,Short Term,706,2,Rent,95290,Debt Consolidation,2024.9,24298.8,0.25,Bad DTI,20.8,14,0,Very Bad UR,0.99,53512,53781,0,0,
17867,Short Term,699,8,Home Mortgage,72956,Debt Consolidation,1392.25,16707,0.23,Bad DTI,29.8,13,0,Very Bad UR,0.72,18880,26296,0,0,
17869,Short Term,726,10,Own Home,75445,Debt Consolidation,723.01,8676.12,0.11,Good DTI,22.5,6,0,Bad UR,0.61,2741,4464,0,0,
17870,Short Term,724,6,Rent,67510,Debt Consolidation,973.27,11679.24,0.17,Good DTI,35.5,5,0,Good UR,0.34,16649,49113,0,0,
17871,Short Term,705,,Home Mortgage,55145,other,1171.83,14061.96,0.25,Bad DTI,22,10,0,Very Bad UR,0.88,21013,23798,0,0,
17874,Short Term,747,10,Rent,56565,Debt Consolidation,1298.65,15583.8,0.28,Bad DTI,17.5,7,0,Very Bad UR,0.77,17259,22532,0,0,
17874,Long Term,625,3,Home Mortgage,49650,Debt Consolidation,827.5,9930,0.2,Good DTI,9.6,8,0,Bad UR,0.66,9133,13796,0,0,
17874,Long Term,715,10,Rent,65935,Debt Consolidation,1785.74,21428.88,0.33,Very Bad DTI,17.8,17,1,Excellent UR,0.27,4825,17674,0,0,
17874,Long Term,705,6,Home Mortgage,64545,Debt Consolidation,2086.96,25043.52,0.39,Very Bad DTI,22.5,22,0,Bad UR,0.67,31575,47198,0,0,
17875,Long Term,702,10,Rent,53113,Debt Consolidation,1031.28,12375.36,0.23,Bad DTI,17,21,0,Bad UR,0.62,28201,45559,0,0,
17876,Long Term,616,2,Home Mortgage,93566,Home Improvements,990.24,11882.88,0.13,Good DTI,16.5,10,0,Very Bad UR,0.82,32422,39587,0,0,
17878,Long Term,725,10,Home Mortgage,86343,Debt Consolidation,1144.04,13728.48,0.16,Good DTI,19.4,12,0,Bad UR,0.65,22419,34438,0,0,
17878,Short Term,733,9,Home Mortgage,74490,Debt Consolidation,788.35,9460.2,0.13,Good DTI,26.6,9,0,Bad UR,0.63,5099,8043,0,0,
17881,Short Term,714,4,Home Mortgage,74260,Debt Consolidation,1021.07,12252.84,0.16,Good DTI,11,23,0,Good UR,0.31,5935,19084,0,0,
17883,Long Term,675,10,Own Home,49675,Debt Consolidation,1295.69,15548.28,0.31,Very Bad DTI,22.1,10,0,Very Bad UR,0.93,15401,16596,0,0,
17884,Short Term,729,10,Rent,46053,Debt Consolidation,921.06,11052.72,0.24,Bad DTI,41.3,20,0,Good UR,0.49,27161,54871,0,0,
17885,Long Term,685,1,Own Home,60288,Debt Consolidation,1160.54,13926.48,0.23,Bad DTI,36.7,11,2,Good UR,0.49,16456,33378,1,1,
17885,Short Term,,3,Home Mortgage,,Debt Consolidation,2660.2,31922.4,,Very Bad DTI,20.3,16,0,Bad UR,0.69,16242,23539,0,0,
17885,Short Term,,5,Home Mortgage,,Debt Consolidation,655.03,7860.36,,Very Bad DTI,15.2,11,0,Very Bad UR,0.86,26835,31204,0,0,
17887,Long Term,729,10,Rent,97383,Debt Consolidation,1387.7,16652.4,0.17,Good DTI,25,14,0,Very Bad UR,0.82,32102,39245,0,0,
17887,Short Term,721,10,Rent,66647,Debt Consolidation,738.67,8864.04,0.13,Good DTI,19.3,19,0,Bad UR,0.54,8366,15580,0,0,
17889,Long Term,678,2,Own Home,121968,Debt Consolidation,1158.7,13904.4,0.11,Good DTI,14.7,8,0,Very Bad UR,0.99,6536,6616,0,0,
17891,Short Term,743,10,Home Mortgage,119772,Debt Consolidation,884.32,10611.84,0.09,Excellent DTI,14.8,9,0,Good UR,0.42,22691,53516,0,0,
17891,Long Term,,4,Rent,,other,928.82,11145.84,,Very Bad DTI,15.6,12,0,Very Bad UR,0.92,10072,10960,0,0,
17892,Short Term,,10,Home Mortgage,,Debt Consolidation,946.23,11354.76,,Very Bad DTI,29.7,13,0,Very Bad UR,0.85,28320,33436,0,0,
17894,Short Term,716,10,Rent,56747,Debt Consolidation,1626.76,19521.12,0.34,Very Bad DTI,17.6,15,0,Very Bad UR,0.8,25910,32227,0,0,
17895,Long Term,677,2,Rent,40612,Debt Consolidation,1143.91,13726.92,0.34,Very Bad DTI,13.7,20,0,Good UR,0.43,13412,31336,0,0,
17897,Short Term,,7,Home Mortgage,,Debt Consolidation,1131.02,13572.24,,Very Bad DTI,19.5,16,0,Very Bad UR,0.9,21593,24046,0,0,
17899,Long Term,,1,Home Mortgage,,Debt Consolidation,1276.31,15315.72,,Very Bad DTI,19.2,25,0,Excellent UR,0.28,20900,73593,0,0,
17899,Long Term,694,1,Rent,46392,Debt Consolidation,804.14,9649.68,0.21,Good DTI,19,10,0,Very Bad UR,0.77,28712,37144,0,0,
17899,Short Term,710,9,Home Mortgage,92479,Debt Consolidation,824.61,9895.32,0.11,Excellent DTI,19.6,9,0,Very Bad UR,1.18,15081,12824,0,0,
17899,Long Term,667,1,Own Home,49720,Debt Consolidation,1404.59,16855.08,0.34,Very Bad DTI,16.4,12,0,Bad UR,0.62,8913,14329,0,0,
17900,Long Term,715,5,Rent,40624,Debt Consolidation,771.86,9262.32,0.23,Bad DTI,14.6,12,0,Good UR,0.34,26286,77539,0,0,
17901,Short Term,665,6,Home Mortgage,94414,Debt Consolidation,1578.28,18939.36,0.2,Good DTI,18,17,0,Very Bad UR,0.75,24328,32307,0,0,
17903,Short Term,745,6,Home Mortgage,144217,Debt Consolidation,806.41,9676.92,0.07,Excellent DTI,37.4,5,1,Very Bad UR,0.71,7071,9945,1,0,
17903,Short Term,726,8,Rent,59676,Debt Consolidation,1233.3,14799.6,0.25,Bad DTI,14.1,11,0,Very Bad UR,0.73,20084,27437,0,0,
17904,Short Term,740,7,Home Mortgage,116906,Debt Consolidation,1909.46,22913.52,0.2,Good DTI,13,11,0,Very Bad UR,0.86,7598,8845,0,0,
17905,Long Term,700,6,Home Mortgage,208887,Debt Consolidation,1967.02,23604.24,0.11,Good DTI,21.2,12,0,Very Bad UR,0.9,26861,29747,0,0,
17908,Long Term,699,2,Rent,50875,Debt Consolidation,966.63,11599.56,0.23,Bad DTI,10,13,0,Good UR,0.5,20695,41808,0,0,
17908,Short Term,714,10,Home Mortgage,75060,Debt Consolidation,309,3708,0.05,Excellent DTI,24.9,5,0,Very Bad UR,0.86,8778,10171,0,0,
17910,Short Term,748,2,Home Mortgage,75620,Buy House,109.65,1315.8,0.02,Excellent DTI,19.6,15,0,Excellent UR,0.05,3008,56753,0,0,
17910,Short Term,735,10,Rent,47760,Debt Consolidation,748.24,8978.88,0.19,Good DTI,9.9,12,0,Bad UR,0.69,14765,21429,0,0,
17912,Short Term,726,4,Home Mortgage,82593,Debt Consolidation,1410.97,16931.64,0.21,Good DTI,18,9,0,Very Bad UR,0.74,10677,14429,0,0,
17912,Short Term,,1,Home Mortgage,,Debt Consolidation,1382.77,16593.24,,Very Bad DTI,21.7,23,0,Excellent UR,0.26,18596,71800,0,0,
17914,Long Term,682,1,Rent,52507,Debt Consolidation,599.45,7193.4,0.14,Good DTI,13.7,6,0,Bad UR,0.64,5517,8554,0,0,
17915,Long Term,703,9,Home Mortgage,44789,Home Improvements,544.93,6539.16,0.15,Good DTI,19.9,7,0,Very Bad UR,0.7,25131,35648,0,0,
17917,Short Term,701,1,Home Mortgage,58506,Debt Consolidation,1087.24,13046.88,0.22,Bad DTI,20.9,8,1,Bad UR,0.51,3954,7707,1,0,
17917,Long Term,711,10,Home Mortgage,104517,Debt Consolidation,710.72,8528.64,0.08,Excellent DTI,29.4,11,0,Good UR,0.41,14807,35938,0,0,
17917,Short Term,691,,Rent,218988,other,793.83,9525.96,0.04,Excellent DTI,44.1,4,0,Bad UR,0.69,27850,40131,0,0,
17917,Short Term,703,1,Rent,49896,Debt Consolidation,540.54,6486.48,0.13,Good DTI,19.2,20,1,Excellent UR,0.19,4705,24636,1,0,
17919,Long Term,636,3,Rent,44798,other,1321.53,15858.36,0.35,Very Bad DTI,8.7,8,0,Bad UR,0.56,11580,20715,0,0,
17919,Long Term,719,7,Home Mortgage,91586,Debt Consolidation,2358.34,28300.08,0.31,Very Bad DTI,32,17,0,Good UR,0.44,25919,59041,0,0,
17919,Long Term,728,10,Home Mortgage,52762,Debt Consolidation,365.38,4384.56,0.08,Excellent DTI,22.5,11,0,Very Bad UR,0.73,10176,13940,0,0,
17920,Short Term,,3,Home Mortgage,,Debt Consolidation,1022.44,12269.28,,Very Bad DTI,13.8,9,1,Bad UR,0.5,7034,14040,1,0,
17921,Short Term,735,8,Rent,74670,Debt Consolidation,1200.94,14411.28,0.19,Good DTI,13.2,6,0,Bad UR,0.62,15500,24879,0,0,
17923,Long Term,,10,Home Mortgage,,Debt Consolidation,850.46,10205.52,,Very Bad DTI,13.1,9,0,Very Bad UR,0.77,20247,26227,0,0,
17926,Short Term,,3,Home Mortgage,,Debt Consolidation,1039.02,12468.24,,Very Bad DTI,18.6,13,0,Bad UR,0.65,4212,6469,0,0,
17926,Short Term,698,2,Home Mortgage,60750,Debt Consolidation,1387.12,16645.44,0.27,Bad DTI,16.3,21,0,Very Bad UR,0.71,20307,28402,0,0,
17926,Short Term,,6,Own Home,,Debt Consolidation,1686.25,20235,,Very Bad DTI,14.6,8,0,Bad UR,0.59,12348,20964,0,0,
17928,Long Term,668,10,Rent,65839,Debt Consolidation,916.25,10995,0.17,Good DTI,18.9,9,1,Good UR,0.35,4610,13171,1,0,
17930,Long Term,727,1,Rent,35860,Other,738.11,8857.32,0.25,Bad DTI,23.3,10,0,Good UR,0.46,18066,39105,0,0,
17932,Short Term,738,10,Home Mortgage,61392,Debt Consolidation,1708.74,20504.88,0.33,Very Bad DTI,12.8,13,0,Very Bad UR,0.73,16143,22205,0,0,
17933,Short Term,742,6,Rent,79704,Debt Consolidation,743.91,8926.92,0.11,Good DTI,14.2,7,1,Bad UR,0.63,6214,9863,1,0,
17933,Long Term,711,10,Home Mortgage,47186,Debt Consolidation,723.51,8682.12,0.18,Good DTI,12.8,8,0,Very Bad UR,0.75,10343,13754,0,0,
17933,Long Term,723,10,Home Mortgage,87674,Debt Consolidation,803.69,9644.28,0.11,Good DTI,22.1,7,0,Bad UR,0.66,22641,34149,0,0,
17934,Short Term,,10,Rent,,Debt Consolidation,940.22,11282.64,,Very Bad DTI,17.6,10,0,Very Bad UR,0.95,14995,15784,0,0,
17934,Long Term,,10,Home Mortgage,,Debt Consolidation,1632.82,19593.84,,Very Bad DTI,23.3,14,0,Bad UR,0.55,15118,27537,0,0,
17935,Short Term,723,4,Rent,79712,Buy a Car,341.44,4097.28,0.05,Excellent DTI,8.6,6,0,Bad UR,0.53,4622,8673,0,0,
17935,Short Term,721,1,Own Home,44901,Debt Consolidation,808.22,9698.64,0.22,Bad DTI,14.8,10,0,Very Bad UR,0.71,10893,15256,0,0,
17937,Short Term,,10,Home Mortgage,,Debt Consolidation,1662.98,19955.76,,Very Bad DTI,15.6,15,0,Very Bad UR,0.95,52048,54845,0,0,
17937,Short Term,702,1,Rent,49210,Debt Consolidation,734.05,8808.6,0.18,Good DTI,13.5,10,0,Bad UR,0.62,9647,15661,0,0,
17939,Short Term,741,6,Rent,79728,Debt Consolidation,1488.25,17859,0.22,Bad DTI,17.9,9,0,Very Bad UR,0.83,11906,14259,0,0,
17940,Short Term,711,8,Rent,40716,Debt Consolidation,556.46,6677.52,0.16,Good DTI,17,8,0,Bad UR,0.67,19886,29725,0,0,
17940,Short Term,,10,Rent,,Debt Consolidation,1397.74,16772.88,,Very Bad DTI,21.8,7,0,Very Bad UR,0.8,26834,33418,0,0,
17942,Short Term,741,5,Rent,64792,Debt Consolidation,1015.07,12180.84,0.19,Good DTI,14.1,14,0,Very Bad UR,0.73,16799,23139,0,0,
17942,Long Term,713,10,Home Mortgage,51834,Debt Consolidation,453.54,5442.48,0.1,Excellent DTI,24.1,14,0,Bad UR,0.55,11581,21018,0,0,
17946,Long Term,720,6,Home Mortgage,39880,Debt Consolidation,228.31,2739.72,0.07,Excellent DTI,13,12,0,Excellent UR,0.23,5016,21345,0,0,
17948,Short Term,725,10,Home Mortgage,52430,Debt Consolidation,1162.21,13946.52,0.27,Bad DTI,13.7,10,0,Very Bad UR,0.87,14539,16691,0,0,
17949,Short Term,719,7,Home Mortgage,68845,Debt Consolidation,368.89,4426.68,0.06,Excellent DTI,20.8,7,0,Bad UR,0.61,6804,11117,0,0,
17950,Short Term,721,,Home Mortgage,40925,Debt Consolidation,743.47,8921.64,0.22,Bad DTI,28.8,7,1,Bad UR,0.63,8666,13865,1,0,
17950,Short Term,740,10,Home Mortgage,96728,Debt Consolidation,822.19,9866.28,0.1,Excellent DTI,18.1,15,0,Bad UR,0.6,18756,31105,0,0,
17950,Short Term,,5,Home Mortgage,,Debt Consolidation,1015.21,12182.52,,Very Bad DTI,16.2,16,0,Bad UR,0.7,31253,44775,0,0,
17951,Short Term,743,10,Home Mortgage,92489,Debt Consolidation,1371.91,16462.92,0.18,Good DTI,17.5,19,0,Bad UR,0.58,38258,65511,0,0,
17953,Long Term,714,10,Home Mortgage,53860,Debt Consolidation,1131.05,13572.6,0.25,Bad DTI,22.6,8,0,Very Bad UR,0.74,27634,37597,0,0,
17953,Short Term,744,10,Rent,64831,Debt Consolidation,390.06,4680.72,0.07,Excellent DTI,26,7,0,Bad UR,0.65,7350,11273,0,0,
17955,Short Term,718,10,Home Mortgage,50138,Debt Consolidation,960.98,11531.76,0.23,Bad DTI,20,18,0,Excellent UR,0.22,11276,51487,0,0,
17957,Short Term,,5,Home Mortgage,,Debt Consolidation,1190.01,14280.12,,Very Bad DTI,22.7,7,0,Bad UR,0.57,25329,44204,0,0,
17962,Long Term,,10,Home Mortgage,,Debt Consolidation,441.07,5292.84,,Very Bad DTI,18.6,7,1,Very Bad UR,0.76,17190,22648,1,0,
17964,Long Term,,4,Rent,,Debt Consolidation,3341.3,40095.6,,Very Bad DTI,10.1,18,0,Very Bad UR,0.72,52414,73000,0,0,
17964,Short Term,,1,Own Home,,Debt Consolidation,315.25,3783,,Very Bad DTI,31,12,0,Bad UR,0.54,16924,31225,0,0,
17965,Short Term,725,10,Rent,45869,other,730.07,8760.84,0.19,Good DTI,14.4,15,0,Good UR,0.46,22976,50276,0,0,
17970,Long Term,,10,Home Mortgage,,Debt Consolidation,1849.81,22197.72,,Very Bad DTI,13.3,12,0,Very Bad UR,0.86,26074,30318,0,0,
17971,Long Term,723,10,Own Home,106829,Business Loan,1237.44,14849.28,0.14,Good DTI,19.7,14,0,Good UR,0.47,17727,37557,0,0,
17973,Long Term,732,6,Home Mortgage,86320,Debt Consolidation,726.53,8718.36,0.1,Excellent DTI,22.1,5,1,Excellent UR,0.08,607,7314,1,0,
17974,Short Term,,10,Rent,,Debt Consolidation,805.65,9667.8,,Very Bad DTI,12.8,15,1,Excellent UR,0.13,2881,23046,0,0,
17975,Long Term,,4,Rent,,Debt Consolidation,669.06,8028.72,,Very Bad DTI,16.9,8,0,Very Bad UR,0.83,18138,21773,0,0,
17977,Short Term,747,10,Rent,54281,Debt Consolidation,637.8,7653.6,0.14,Good DTI,13,10,0,Bad UR,0.58,15535,26971,0,0,
17977,Long Term,719,3,Rent,64440,Debt Consolidation,1256.58,15078.96,0.23,Bad DTI,19.3,14,0,Very Bad UR,0.8,16071,19964,0,0,
17978,Long Term,,7,Rent,,Debt Consolidation,732.25,8787,,Very Bad DTI,20.3,7,0,Very Bad UR,0.89,14287,15981,0,0,
17984,Short Term,671,10,Own Home,41563,Debt Consolidation,668.47,8021.64,0.19,Good DTI,20.5,12,1,Very Bad UR,0.89,14580,16382,1,0,
17984,Short Term,740,10,Home Mortgage,51953,Debt Consolidation,458.92,5507.04,0.11,Excellent DTI,29.8,10,0,Bad UR,0.62,7491,12083,0,0,
17984,Short Term,721,1,Home Mortgage,134879,Debt Consolidation,2675.09,32101.08,0.24,Bad DTI,27,23,0,Good UR,0.39,21084,53786,0,0,
17984,Long Term,706,8,Home Mortgage,88812,Other,600.22,7202.64,0.08,Excellent DTI,12.8,5,0,Good UR,0.34,3691,10855,0,0,
17986,Long Term,729,10,Rent,79936,Debt Consolidation,1065.82,12789.84,0.16,Good DTI,20.1,31,1,Excellent UR,0.24,8215,33532,1,0,
17987,Long Term,,1,Home Mortgage,,Debt Consolidation,998.43,11981.16,,Very Bad DTI,21.8,20,1,Excellent UR,0.17,3280,19525,1,0,
17991,Long Term,745,10,Home Mortgage,79960,Debt Consolidation,1226.06,14712.72,0.18,Good DTI,18,11,0,Bad UR,0.64,14409,22691,0,0,
17993,Long Term,678,7,Home Mortgage,40152,Debt Consolidation,528.67,6344.04,0.16,Good DTI,17.7,10,0,Bad UR,0.55,16296,29791,0,0,
17993,Long Term,712,7,Home Mortgage,69972,Debt Consolidation,1247.83,14973.96,0.21,Bad DTI,13.6,20,0,Excellent UR,0.2,7095,34952,0,0,
17995,Long Term,680,10,Rent,40330,Debt Consolidation,631.83,7581.96,0.19,Good DTI,28.6,15,0,Bad UR,0.65,7617,11647,0,0,
17998,Long Term,,7,Home Mortgage,,Debt Consolidation,1635.26,19623.12,,Very Bad DTI,11.4,13,0,Good UR,0.43,17556,40734,0,0,
18000,Long Term,673,,Home Mortgage,90000,Debt Consolidation,2242.5,26910,0.3,Bad DTI,21.5,19,0,Very Bad UR,0.73,22504,30785,0,0,
18005,Short Term,729,2,Home Mortgage,59334,Debt Consolidation,345.13,4141.56,0.07,Excellent DTI,16.5,3,0,,,0,0,0,0,
18005,Short Term,726,10,Home Mortgage,60018,Debt Consolidation,452.14,5425.68,0.09,Excellent DTI,25.5,9,0,Very Bad UR,0.91,16314,18006,0,0,
18006,Long Term,,10,Home Mortgage,,other,567.21,6806.52,,Very Bad DTI,40.2,8,0,Excellent UR,0.2,5254,26805,0,0,
18007,Long Term,,4,Own Home,,Debt Consolidation,713.99,8567.88,,Very Bad DTI,23.2,15,0,Excellent UR,0.25,20645,81599,0,0,
18011,Long Term,692,3,Own Home,45153,Debt Consolidation,1279.34,15352.08,0.34,Very Bad DTI,15.1,9,0,Very Bad UR,0.79,23994,30296,0,0,
18012,Short Term,707,1,Rent,70169,Debt Consolidation,988.22,11858.64,0.17,Good DTI,16.5,10,0,Very Bad UR,0.89,14878,16717,0,0,
